ChargeType,ChargeLevel,EffectiveDate,InactiveDate,ShortDescription,Statute,LongDescription,ChargeCode
F,E,20200828,99991231,PRIOR OFFNDR RESIDE W/IN 1000 FT OF SCHOOL/CHILDCARE FAC AFTER CONV/PLEA 1ST OFF,566147,PRIOR OFFENDER RESIDE WITHIN 1000 FT OF SCHOOL/CHILD CARE FACILITY AFTER CONVICTION/PLEA SPEC OFFENSE-1ST OFFENSE,566.147-002Y202036
F,E,20200828,99991231,FAIL NOTIFY SHERIF PRIOR RESIDNC W/IN 1000 FT OF SCHOOL/CHILDCARE FACLTY 2ND/SUB,566147,FAIL TO NOTIFY SHERIFF OF PRIOR RESIDENCY W/IN 1000 FT OF SCHOOL/CHILD CARE FACILITY-2ND/SUBSEQUENT OFFENSE,566.147-003Y202036
M,A,20200828,99991231,FAIL NOTIFY SHERIFF-RESIDE-1ST,566147,FAIL TO NOTIFY SHERIFF OF PRIOR RESIDENCY WITHIN 1000 FEET OF A SCHOOL/CHILD CARE FACILITY - 1ST OFFENSE,566.147-004Y202036
M,A,20200828,99991231,SX OFFNDR W/I 500 FT CHILD FAC,566148,SEX OFFENDER PHYSICALLY PRESENT/LOITER WITHIN 500 FEET OF A CHILD CARE FACILITY WHEN CHILD YOUNGER THAN 18 YEARS OF AGE IS PRESENT,566.148-001Y202036
M,A,20200828,99991231,SEX OFFNDR PER 566.149 PRESENT/LOITER W/IN 500' OF SCHL BLDG/GRND/STUDNT TRANSP,566149,"SEX OFFENDER UNDER 566.149 PRESENT/LOITER W/IN 500' OF SCHOOL BUILDING, GROUNDS, OR CONVEYANCE TO TRANSPORT STUDENTS",566.149-001Y202036
F,D,20200828,99991231,SEX OFFENDER PRESENT/LOITER W/I 500 FT PARK W/PLAYGROUND/POOL/MUSEUM 2ND OR SUBS,566150,SEX OFFENDER PHYSICALLY PRESENT/LOITER WITHIN 500 FEET OF PARK W/ PLAYGROUND/POOL/MUSEUM - 2ND OR SUBSEQUENT VIOLATION,566.150-001Y202036
F,E,20200828,99991231,SEX OFFENDER PRESENT/LOITER W/I 500 FEET PARK W/ PLAYGROUND/POOL/MUSEUM 1ST OFF,566150,SEX OFFENDER PHYSICALLY PRESENT/LOITER WITHIN 500 FEET OF PARK W/ PLAYGROUND/POOL/MUSEUM - 1ST OFFENSE,566.150-002Y202036
F,U,20200828,99991231,ENTICE/ATTEMPT ENTICE CHILD (ACTOR 21 OR OLDER/ CHILD LESS THAN 15 YEARS OLD),566151,ENTICEMENT OR ATTEMPTED ENTICEMENT OF A CHILD (ACTOR 21 YRS OF AGE OR OLDER AND CHILD LESS THAN 15 YRS OF AGE),566.151-001Y202064
F,E,20200828,99991231,MISREP AGE W/ INTENT TO SOLICIT MINOR VIA ELECTRIC COMMUNICATION FOR SEX MISCOND,566153,AGE MISREPRESENTATION WITH INTENT TO SOLICIT A MINOR (VIA ANY ELECTRONIC COMMUNICATION) FOR SEXUAL MISCONDUCT,566.153-001Y202036
F,D,20200828,99991231,SEX OFFNDR SERVE AS COACH/MNGR/TRAINER ANY SPORT TEAM CHILD <17 - 2ND OR SUBS,566155,SEX OFFENDER SERVING AS COACH/MANAGER/TRAINER OF ANY SPORTS TEAM WHEN CHILD IS LESS THAN 17 YEARS OF AGE - 2ND OR SUBSEQUENT VIOLATION,566.155-001Y202036
F,D,20220828,99991231,SEX OFNDR SUP/EMP CHD <18-2/SB,566155,SEX OFFENDER SUPERVISE OR EMPLOY CHILD UNDER 18 YOA - 2ND/SUBSEQUENT OFFENSE,566.155-001Y202236
F,E,20200828,99991231,SEX OFFENDER SERVE AS COACH/MANAGER/TRAINER SPORTS TEAM CHILD <17 - 1ST OFFENSE,566155,SEX OFFENDER SERVING AS COACH/MANAGER/TRAINER ANY SPORTS TEAM WHEN CHILD LESS THAN 17 YEARS - 1ST OFFENSE,566.155-002Y202036
F,E,20220828,99991231,SEX OFNDR SUP/EMP CHD <18-1ST,566155,SEX OFFENDER SUPERVISE OR EMPLOY CHILD UNDER 18 YOA - 1ST OFFENSE,566.155-002Y202236
F,U,20200828,99991231,ABUSE THROUGH FORCED LABOR,566203,ABUSE THROUGH FORCED LABOR,566.203-001Y202064
F,U,20200828,99991231,ABUSE THRUGH FRCED LABOR-DEATH,566203,ABUSE THROUGH FORCED LABOR - DEATH/KIDNAPPING/SEXUAL ABUSE (OR ATTEMPT OF),566.203-002Y202064
F,U,20200828,99991231,TRAFK - SLAVRY/SERVITUDE/PEONG,566206,TRAFFICKING FOR THE PURPOSES OF SLAVERY/INVOLUNTARY SERVITUDE/PEONAGE OR FORCED LABOR,566.206-001Y202064
F,U,20200828,99991231,TRAFK-SLAVRY/SEVTD/PEON-DEATH,566206,TRAFFICKING FOR THE PURPOSES OF SLAVERY/INVOLUNTARY SERVITUDE/PEONAGE OR FORCED LABOR - DEATH/KIDNAPPING/SEXUAL ABUSE (OR ATTEMPT OF),566.206-002Y202064
F,U,20200828,99991231,TRAFKG-SEXUAL EXPLOITATION,566209,TRAFFICKING FOR THE PURPOSES OF SEXUAL EXPLOITATION,566.209-001Y202064
F,U,20200828,99991231,TRAFKG-SEXUAL EXPLOITATN-DEATH,566209,TRAFFICKING FOR THE PURPOSES OF SEXUAL EXPLOITATION - DEATH/KIDNAPPING/SEXUAL ABUSE (OR ATTEMPT OF),566.209-002Y202064
F,U,20200828,99991231,SEXUAL TRAFFICKING OF A CHILD - 1ST DEGREE - CHILD UNDER 12 YEARS OF AGE,566210,SEXUAL TRAFFICKING OF A CHILD - 1ST DEGREE - CHILD UNDER 12 YEARS OF AGE,566.210-001Y202064
F,U,20200828,99991231,SEXUAL TRAFFICKING OF A CHILD - 2ND DEG - UNDER 18 YOA,566211,SEXUAL TRAFFICKING OF A CHILD - 2ND DEGREE - CHILD UNDER 18 YEARS OF AGE,566.211-001Y202064
F,E,20200828,99991231,CONTRIBUTE TO HUMAN TRAFFICKING-MISUSE OF DOCUMENTATION,566215,CONTRIBUTE TO HUMAN TRAFFICKING-MISUSE OF DOCUMENTATION,566.215-001Y202064
M,B,20200828,99991231,PROSTITUTION,567020,PROSTITUTION,567.020-001Y202040
F,E,20200828,99991231,PROSTITUTION - PERSISTENT OFFENDER,567020,PROSTITUTION - PERSISTENT OFFENDER,567.020-002Y202040
F,B,20200828,99991231,PROSTITUTION-ACTOR HAS HIV,567020,ACTOR KNOWINGLY INFECTED WITH HIV PERFORMED AN ACT OF PROSTITUTION,567.020-003Y202040
F,D,20200828,99991231,PATRONIZING PROSTITUTION - 14 YRS AND YOUNGER,567030,PATRONIZING PROSTITUTION - 14 YRS AND YOUNGER,567.030-001Y202040
F,E,20200828,99991231,PATRONIZING PROSTITUTION - > 14 YRS < 18 YRS,567030,PATRONIZING PROSTITUTION - > 14 YRS < 18 YRS,567.030-003Y202040
F,E,20200828,99991231,PATRON PROSTITUTION-PERSIST OF,567030,PATRONIZING PROSTITUTION - PERSISTENT OFFENDER,567.030-005Y202040
M,B,20200828,99991231,PATRONIZE PROSTITN-18 YRS/OLDR,567030,PATRONIZING PROSTITUTION - 18 YRS AND OLDER,567.030-006Y202040
F,B,20200828,99991231,PROMOT PROST - 1ST DEG,567050,PROMOTING PROSTITUTION 1ST DEGREE,567.050-001Y202040
F,U,20200828,99991231,PROMOTING PROSTITUTION-1ST DEG - PERSON  < 16 YRS,567050,PROMOTING PROSTITUTION-1ST DEG - PERSON  < 16 YRS,567.050-002Y202040
F,A,20200828,99991231,PRMT PRSTUTN-1ST DG-CMPTR SRVC,567050,RECKLESSLY OWN/MANAGE/OPERATE INTERACTIVE COMPUTER SERVICE TO PROMOTE PROSTITUTION - 1ST DEGREE-SUBSEC 1(1),567.050-003Y202040
F,A,20190828,99991231,PRMT PRSTUTN-1ST DG-CMPTR SRVC,567050,RECKLESSLY OWN/MANAGE/OPERATE INTERACTIVE COMPUTER SERVICE TO PROMOTE PROSTITUTION - 1ST DEGREE-SUBSEC 1(3),567.050-004Y201940
F,D,20200828,99991231,PROMOTING PROSTITUTION - 2ND DEGREE,567060,PROMOTING PROSTITUTION - 2ND DEGREE,567.060-001Y202040
F,E,20200828,99991231,PROMOTING PROSTITUTION - 3RD DEGREE,567070,PROMOTING PROSTITUTION - 3RD DEGREE,567.070-001Y202040
F,D,20200828,99991231,PROMOTING TRAVEL FOR PROSTITUTION,567085,PROMOTING TRAVEL FOR PROSTITUTION,567.085-001Y202040
M,A,20200828,99991231,BIGAMY,568010,BIGAMY,568.010-001Y202038
F,E,20200828,99991231,INCEST,568020,INCEST,568.020-001Y202036
F,B,20200828,99991231,ABANDON CHILD 1ST DEGREE,568030,ABANDONMENT OF CHILD 1ST DEGREE,568.030-001Y202038
F,A,20200828,99991231,ABANDONMENT OF CHILD - 1ST DEGREE - DEATH OF CHILD,568030,ABANDONMENT OF CHILD - 1ST DEGREE - DEATH OF CHILD,568.030-002Y202038
F,D,20200828,99991231,ABANDON CHILD-2ND DEGREE,568032,ABANDONMENT OF CHILD 2ND DEGREE,568.032-001Y202038
F,A,20200828,99991231,ABANDONMENT OF CHILD - 2ND DEGREE - DEATH OF CHILD,568032,ABANDONMENT OF CHILD - 2ND DEGREE - DEATH OF CHILD,568.032-002Y202038
F,B,20200828,99991231,ABANDONMENT OF CHILD - 2ND DEGREE - SERIOUS PHYSICAL INJURY,568032,ABANDONMENT OF CHILD - 2ND DEGREE - SERIOUS PHYSICAL INJURY,568.032-003Y202038
F,E,20200828,99991231,NON-SUPPORT - ARREARS IN EXCESS OF 12 MONTHLY PAYMENTS DUE UNDER SUPPORT ORDER,568040,NON-SUPPORT - TOTAL ARREARS IN EXCESS OF 12 MONTHLY PAYMENTS DUE UNDER ORDER OF SUPPORT,568.040-001Y202038
M,A,20200828,99991231,NON-SUPPORT,568040,NON-SUPPORT,568.040-002Y202038
F,D,20200828,99991231,ENDANGER CHILD WELFARE - CREATE SUBSTANTIAL RISK - 1ST DEG - NO SEXUAL CONDUCT,568045,ENDANGERING THE WELFARE OF A CHILD CREATING SUBSTANTIAL RISK- 1ST DEGREE - 1ST OFFENSE - NO SEXUAL CONDUCT,568.045-005Y202038
F,D,20200828,99991231,ENDANGER CHILD WELFARE CREATE SUBSTANTIAL RISK- 1ST DEG/1ST OFF - SEXUAL CONDUCT,568045,ENDANGERING THE WELFARE OF A CHILD CREATING SUBSTANTIAL RISK - 1ST DEGREE - 1ST OFFENSE - SEXUAL CONDUCT,568.045-006Y202038
F,D,20200828,99991231,ENDANGER CHILD WELFARE ENGAGE IN SEX CONDUCT <17 - PARENT/GUARD - 1ST DEG/1ST OF,568045,ENDANGERING WELFARE OF A CHILD ENGAGING IN SEXUAL CONDUCT UNDER 17 YEARS OF AGE AS PARENT/GUARDIAN- 1ST DEGREE - 1ST OFFENSE,568.045-007Y202038
F,D,20200828,99991231,ENDANGERING THE WELFARE OF A CHILD INVOLVING DRUGS- 1ST DEGREE - 1ST OFFENSE,568045,ENDANGERING THE WELFARE OF A CHILD INVOLVING DRUGS- 1ST DEGREE - 1ST OFFENSE,568.045-008Y202038
F,C,20200828,99991231,ENDANGER WELFARE CHILD - SUBSTANTIAL RISK - 1ST DEGREE - 2ND/SUBS - NO SEX,568045,ENDANGERING THE WELFARE OF A CHILD CREATING SUBSTANTIAL RISK- 1ST DEGREE - 2ND/SUB OFFENSE - NO SEXUAL CONDUCT,568.045-009Y202038
F,C,20200828,99991231,ENDANGER WELFARE OF CHILD - SUBSTANTIAL RISK - 1ST DEGREE - 2ND/SUB OFF - SEXUAL,568045,ENDANGERING THE WELFARE OF A CHILD CREATING SUBSTANTIAL RISK - 1ST DEGREE - 2ND/SUB OFFENSE - SEXUAL CONDUCT,568.045-010Y202038
F,C,20200828,99991231,ENDANGER WELFARE CHILD - SEX CONDUCT < 17 - PARENT/GUARDIAN - 1ST DEG - 2ND/SUB,568045,ENDANGERING WELFARE OF CHILD - ENGAGING IN SEXUAL CONDUCT UNDER 17 YEARS OF AGE AS PARENT/GUARDIAN- 1ST DEGREE - 2ND/SUB OFFENSE,568.045-011Y202038
F,C,20200828,99991231,ENDANGERING THE WELFARE OF A CHILD INVOLVING DRUGS- 1ST DEGREE - 2ND/SUB OFFENSE,568045,ENDANGERING THE WELFARE OF A CHILD INVOLVING DRUGS- 1ST DEGREE - 2ND/SUBS OFFENSE,568.045-012Y202038
F,A,20200828,99991231,ENDANGER THE WELFARE OF CHILD - 1ST DEGREE - DEATH OF CHILD - NO SEXUAL CONDUCT,568045,ENDANGERING THE WELFARE OF A CHILD - 1ST DEGREE - DEATH OF CHILD - NO SEXUAL CONDUCT,568.045-017Y202038
F,A,20200828,99991231,ENDANGER THE WELFARE OF A CHILD - 1ST DEGREE - DEATH OF CHILD - SEXUAL CONDUCT,568045,ENDANGERING THE WELFARE OF A CHILD - 1ST DEGREE - DEATH OF CHILD - SEXUAL CONDUCT,568.045-018Y202038
F,B,20200828,99991231,ENDANGER THE WELFARE OF CHILD - 1ST DEGREE - SERIOUS PHYSICAL INJURY - NO SEX,568045,ENDANGERING THE WELFARE OF A CHILD - 1ST DEGREE - SERIOUS PHYSICAL INJURY - NO SEXUAL CONDUCT,568.045-019Y202038
F,B,20200828,99991231,ENDANGERING THE WELFARE OF A CHILD - 1ST DEGREE - SERIOUS PHYSICAL INJURY - SEX,568045,ENDANGERING THE WELFARE OF A CHILD - 1ST DEGREE - SERIOUS PHYSICAL INJURY - SEXUAL CONDUCT,568.045-020Y202038
F,C,20200828,99991231,ENDANGERING THE WELFARE OF A CHILD - 1ST DEGREE - PHYSICAL INJURY - NO SEX,568045,ENDANGERING THE WELFARE OF A CHILD - 1ST DEGREE - PHYSICAL INJURY - NO SEXUAL CONDUCT,568.045-021Y202038
F,C,20200828,99991231,ENDANGER WELFARE OF A CHILD - 1ST DEGREE - PHYSICAL INJURY - NO SEX - 2ND/SUBS,568045,ENDANGERING THE WELFARE OF A CHILD - 1ST DEGREE - PHYSICAL INJURY - NO SEXUAL CONDUCT - 2ND/SUBSEQUENT,568.045-022Y202038
F,C,20200828,99991231,ENDANGERING THE WELFARE OF A CHILD - 1ST DEGREE - PHYSICAL INJURY - SEXUAL,568045,ENDANGERING THE WELFARE OF A CHILD - 1ST DEGREE - PHYSICAL INJURY - SEXUAL CONDUCT,568.045-023Y202038
F,C,20200828,99991231,ENDANGER WELFARE OF A CHILD - 1ST DEGREE - PHYSICAL INJURY - SEXUAL - 2ND/SUBS,568045,ENDANGERING THE WELFARE OF A CHILD - 1ST DEGREE - PHYSICAL INJURY - SEXUAL CONDUCT - 2ND/SUBQ,568.045-024Y202038
F,C,20200828,99991231,ENDANGER WELFARE OF CHILD - 1ST DEGREE - 2 OR MORE/PATTERN OF ACTIVITY - NO SEX,568045,ENDANGERING THE WELFARE OF A CHILD - 1ST DEGREE - 2 OR MORE/PATTERN OF ACTIVITY - NO SEXUAL CONDUCT,568.045-025Y202038
F,C,20200828,99991231,ENDNGER WELFARE OF CHILD - 1ST DEG-2 OR MORE/PATTERN OF ACTIVITY-NO SEX-2ND/SUBS,568045,ENDANGERING THE WELFARE OF A CHILD - 1ST DEGREE - 2 OR MORE/PATTERN OF ACTIVITY - NO SEXUAL CONDUCT - 2ND/SUBSEQUENT OFFENSE,568.045-026Y202038
F,C,20200828,99991231,ENDANGER THE WELFARE OF CHILD - 1ST DEGREE - 2 OR MORE/PATTERN OF ACTIVITY - SEX,568045,ENDANGERING THE WELFARE OF A CHILD - 1ST DEGREE - 2 OR MORE/PATTERN OF ACTIVITY - SEXUAL CONDUCT,568.045-027Y202038
F,C,20200828,99991231,ENDANGER WELFARE OF CHILD-1ST DEG-2 OR MORE/PATTERN OF ACTIVITY- SEX - 2ND/SUBS,568045,ENDANGERING THE WELFARE OF A CHILD - 1ST DEGREE - 2 OR MORE/PATTERN OF ACTIVITY - SEXUAL CONDUCT - 2ND/SUBSEQUENT,568.045-028Y202038
M,A,20200828,99991231,ENDANGER WELFARE OF CHILD--2ND,568050,ENDANGERING THE WELFARE OF A CHILD 2ND DEGREE,568.050-001Y202038
F,E,20200828,99991231,"ENDANGERING WELFARE OF CHILD IN RITUAL/CEREMONY, 2ND DEGREE",568050,"ENDANGERING WELFARE OF CHILD IN RITUAL/CEREMONY, 2ND DEGREE",568.050-002Y202038
F,A,20200828,99991231,ABUSE OR NEGLECT OF CHILD - RESULTING IN DEATH UNDER SEC. 568.060.5(2) - NO SEX,568060,ABUSE OR NEGLECT OF A CHILD - RESULTING IN DEATH UNDER SEC. 568.060.5(2) - NO SEXUAL CONTACT,568.060-001Y202038
F,D,20200828,99991231,ABUSE OR NEGLECT OF A CHILD UNDER SECTION 568.060.5(1) - NO SEXUAL CONTACT,568060,ABUSE OR NEGLECT OF A CHILD UNDER SECTION 568.060.5(1) - NO SEXUAL CONTACT,568.060-002Y202038
F,A,20200828,99991231,ABUSE OR NEGLECT OF A CHILD  - LESS THAN 14 YOA AND SEXUAL ABUSE/EXPLOITATION,568060,ABUSE OR NEGLECT OF A CHILD  - LESS THAN 14 YOA AND SEXUAL ABUSE/EXPLOITATION,568.060-003Y202036
F,A,20200828,99991231,ABUSE OR NEGLECT OF A CHILD  - SERIOUS EMOTIONAL OR PHYSICAL INJURY - NO SEX,568060,ABUSE OR NEGLECT OF A CHILD  - SERIOUS EMOTIONAL OR PHYSICAL INJURY - NO SEXUAL CONTACT,568.060-004Y202038
F,B,20200828,99991231,ABUSE OR NEGLECT OF A CHILD - 2ND OR SUBSEQUENT OFFENSE - NO SEXUAL CONTACT,568060,ABUSE OR NEGLECT OF A CHILD - 2ND OR SUBSEQUENT OFFENSE - NO SEXUAL CONTACT,568.060-005Y202038
F,B,20200828,99991231,ABUSE OR NEGLECT OF A CHILD  - SERIOUS EMOTIONAL OR PHYSICAL INJURY - NO SEXUAL,568060,ABUSE OR NEGLECT OF A CHILD  - SERIOUS EMOTIONAL OR PHYSICAL INJURY - NO SEXUAL CONTACT,568.060-006Y202038
F,A,20200828,99991231,ABUSE/NEGLECT OF CHILD - RESULT IN DEATH UNDER SEC. 568.060.5(2)-SEXUAL CONTACT,568060,ABUSE OR NEGLECT OF A CHILD - RESULTING IN DEATH UNDER SEC. 568.060.5(2)-SEXUAL CONTACT,568.060-007Y202038
F,D,20200828,99991231,ABUSE OR NEGLECT OF A CHILD UNDER SECTION 568.060.5(1)-SEXUAL CONTACT,568060,ABUSE OR NEGLECT OF A CHILD UNDER SECTION 568.060.5(1)-SEXUAL CONTACT,568.060-008Y202036
F,A,20200828,99991231,ABUSE OR NEGLECT OF CHILD  - SERIOUS EMOTIONAL OR PHYSICAL INJURY - SEX CONTACT,568060,ABUSE OR NEGLECT OF A CHILD  - SERIOUS EMOTIONAL OR PHYSICAL INJURY - SEXUAL CONTACT,568.060-009Y202036
F,B,20200828,99991231,ABUSE OR NEGLECT OF A CHILD - 2ND OR SUBSEQUENT OFFENSE - SEXUAL CONTACT,568060,ABUSE OR NEGLECT OF A CHILD - 2ND OR SUBSEQUENT OFFENSE - SEXUAL CONTACT,568.060-010Y202036
F,B,20200828,99991231,ABUSE OR NEGLECT OF CHILD  - SERIOUS EMOTIONAL OR PHYSICAL INJURY - SEX CONTACT,568060,ABUSE OR NEGLECT OF A CHILD  - SERIOUS EMOTIONAL OR PHYSICAL INJURY - SEXUAL CONTACT,568.060-011Y202036
F,B,20200828,99991231,GENITAL MUTILATION OF FEMALE CHILD,568065,GENITAL MUTILATION OF A FEMALE CHILD,568.065-001Y202036
M,B,20200828,99991231,UNLAWFUL TRANSACTION WITH CHILD,568070,UNLAWFUL TRANSACTION WITH CHILD,568.070-001Y202038
F,D,20200828,99991231,TRAFFICKING IN CHILDREN,568175,TRAFFICKING IN CHILDREN,568.175-001Y202038
F,B,20200828,99991231,ARSON 1ST DEGREE,569040,ARSON 1ST DEGREE,569.040-001Y202020
F,A,20200828,99991231,ARSON 1ST PHY INJ/DEATH,569040,ARSON 1ST DEGREE - CAUSING SERIOUS PHYSICAL INJURY OR DEATH,569.040-002Y202020
F,A,20200828,99991231,ARSON CAUSING INJURY/DEATH IN ATTEMPT TO MANUF METH,569040,ARSON 1ST DEGREE - CAUSING SERIOUS PHYSICAL INJURY OR DEATH AS A RESULT OF FIRE OR EXPLOSION IN AN ATTEMPT TO PRODUCE METHAMPHETAMINE,569.040-003Y202020
F,D,20200828,99991231,ARSON - 2ND DEGREE,569050,ARSON - 2ND DEGREE,569.050-001Y202020
F,B,20200828,99991231,ARSON 2ND PHY INJ/DEATH,569050,ARSON 2ND DEGREE - CAUSING SERIOUS PHYSICAL INJURY OR DEATH,569.050-002Y202020
M,A,20200828,99991231,ARSON - 3RD DEGREE,569053,ARSON - 3RD DEGREE,569.053-001Y202020
F,E,20200828,99991231,KNOWINGLY BURNING OR EXPLODING,569055,KNOWINGLY BURNING OR EXPLODING,569.055-001Y202020
M,B,20200828,99991231,RECKLESS BURNING OR EXPLODING,569060,RECKLESS BURNING OR EXPLODING,569.060-001N202020
M,C,20200828,99991231,NEGLIGENT BURNING OR EXPLODING,569065,NEGLIGENT BURNING OR EXPLODING,569.065-001N202020
M,A,20200828,99991231,POSSESS A DEVICE DESIGNED TO OPEN/BREAK INTO A COIN-OPERATED VENDING MACHINE,569075,POSSESSION OF A DEVICE DESIGNED TO OPEN/BREAK INTO A COIN-OPERATED VENDING MACHINE,569.075-001Y202023
F,D,20200828,99991231,TAMPERING WITH SERVICE OF UTILITY OR INSTITUTION - 1ST DEGREE,569080,TAMPERING WITH SERVICE OF UTILITY OR INSTITUTION - 1ST DEGREE,569.080-001Y202029
F,D,20200828,99991231,TAMPERING WITH MOTOR VEHICLE - 1ST DEGREE,569080,TAMPERING WITH MOTOR VEHICLE - 1ST DEGREE,569.080-002Y202029
F,D,20200828,99991231,TAMPERING WITH AIRPLANE/MOTORBOAT - 1ST DEGREE,569080,TAMPERING WITH AIRPLANE/MOTORBOAT - 1ST DEGREE,569.080-003Y202029
F,D,20200828,99991231,DAMGE CRTCL INFRSTRCTRE FACLTY,569086,DAMAGE TO A CRITICAL INFRASTRUCTURE FACILITY,569.086-001Y202029
M,A,20200828,99991231,TRPS CRTCL INFRST FCLTY-DMG,569086,TRESPASS ON A CRITICAL INFRASTRUCTURE FACILITY TO DAMAGE EQUIPMENT OR IMPEDE OPERATIONS,569.086-002Y202073
M,B,20200828,99991231,TREPS CRTCL INFRSTRCTRE FACLTY,569086,TRESPASS ON A CRITICAL INFRASTRUCTURE FACILITY,569.086-003N202073
F,E,20200828,99991231,TAMPERING WITH UTILITY METER - 2ND AND SUBSEQUENT OFFENSE - 2ND DEGREE,569090,TAMPERING WITH UTILITY METER - 2ND AND SUBSEQUENT OFFENSE - 2ND DEGREE,569.090-001Y202029
M,A,20200828,99991231,TAMPERING 2ND DEGREE,569090,TAMPERING WITH UTILITY METER 2ND DEGREE,569.090-002Y202029
M,A,20200828,99991231,TAMPERING W/ PROP 2ND DEGREE,569090,TAMPERING WITH PROPERTY OF ANOTHER - 2ND DEGREE,569.090-003Y202029
F,D,20200828,99991231,TAMPER W/ PROPERTY OF ANOTHER - 2ND DEGREE-PRIOR CONVICTION/FOUND GUILTY 570.030,569090,TAMPERING WITH PROPERTY OF ANOTHER - 2ND DEGREE (PRIOR CONVICTION/FINDING OF GUILT UNDER 570.030),569.090-004Y202029
F,D,20200828,99991231,TAMPER WITH AIRPLANE/MOTORBOAT - 2ND DEGREE -PRIOR CONVICT/FOUND GUILTY 570.030,569090,TAMPERING WITH AIRPLANE/MOTOR BOAT - 2ND DEGREE (PRIOR CONVICTION/FINDING OF GUILT UNDER 570.030),569.090-005Y202029
F,D,20200828,99991231,TAMPER W/ MV - 2ND DEGREE -PRIOR CONVICT/FINDING OF GUILT UNDER 570.030,569090,TAMPERING WITH MOTOR VEHICLE - 2ND DEGREE (PRIOR CONVICTION/FINDING OF GUILT UNDER 570.030),569.090-006Y202029
M,A,20200828,99991231,TAMPER - 2ND / MOTR VEH,569090,TAMPERING WITH MOTOR VEHICLE 2ND DEGREE,569.090-007Y202029
M,A,20200828,99991231,"TAMPR-2ND / AIRPLN,MOTR BOAT",569090,TAMPERING WITH AIRPLANE/MOTOR BOAT 2ND DEGREE,569.090-008Y202029
F,E,20200828,99991231,TAMPERING WITH COMPUTER DATA TO DEFRAUD OR OBTAIN PROPERTY,569095,TAMPERING WITH COMPUTER DATA TO DEFRAUD OR OBTAIN PROPERTY,569.095-001Y202029
M,A,20200828,99991231,TAMPER W/COMP DATA,569095,TAMPERING WITH COMPUTER DATA,569.095-002Y202029
F,D,20200828,99991231,"TAMPERING WITH COMPUTER EQUIPMENT, COMPUTER, SYSTEM OR NETWORK",569097,"TAMPERING WITH COMPUTER EQUIPMENT, COMPUTER, SYSTEM OR NETWORK",569.097-001Y202029
F,E,20200828,99991231,TAMPERING WITH COMPUTER EQUIPMENT TO DEFRAUD OR OBTAIN PROPERTY,569097,TAMPERING WITH COMPUTER EQUIPMENT TO DEFRAUD OR OBTAIN PROPERTY,569.097-002Y202029
F,E,20200828,99991231,"TAMPERING WITH COMPUTER EQUIPMENT, COMPUTER, SYSTEM OR NETWORK",569097,"TAMPERING WITH COMPUTER EQUIPMENT, COMPUTER, SYSTEM OR NETWORK",569.097-003Y202029
M,A,20200828,99991231,TAMPER W/COMP EQUIP,569097,TAMPERING WITH COMPUTER EQUIPMENT,569.097-004Y202029
F,E,20200828,99991231,TAMPERING WITH COMPUTER USER/S TO DEFRAUD OR OBTAIN PROPERTY,569099,TAMPERING WITH COMPUTER USER/S TO DEFRAUD OR OBTAIN PROPERTY,569.099-001Y202029
M,A,20200828,99991231,TAMPERING WITH COMPUTER USER/S TO DEFRAUD OR OBTAIN PROPERTY,569099,TAMPERING WITH COMPUTER USER/S TO DEFRAUD OR OBTAIN PROPERTY,569.099-002Y202029
F,E,20200828,99991231,PROPERTY DAMAGE 1ST DEGREE,569100,PROPERTY DAMAGE 1ST DEGREE,569.100-001Y202029
F,B,20200828,99991231,PROP DAMG 1ST-MV INTNT STL 2ND/SUB,569100,PROPERTY DAMAGE - 1ST DEGREE - DAMAGE TO MOTOR VEHICLE WITH INTENT TO STEAL AS SECOND OR SUBSEQUENT OFFENSE,569.100-002Y202029
F,D,20200828,99991231,PROPERTY DAMAGE - 1ST DEGREE - DAMAGE TO MOTOR VEHICLE WITH INTENT TO STEAL,569100,PROPERTY DAMAGE - 1ST DEGREE - DAMAGE TO MOTOR VEHICLE WITH INTENT TO STEAL,569.100-003Y202029
F,D,20200828,99991231,PROPERTY DAMAGE 1ST DEGREE - L/E OR RELATIVE,569100,PROPERTY DAMAGE 1ST DEGREE - L/E OR RELATIVE,569.100-004Y202029
F,B,20230828,99991231,PRP DMG-1STD-TLR MCH-2ND/SUB/CRD,569100,PROPERTY DAMAGE - 1ST DEGREE - TELLER MACHINE - CREDENTIALS OF ANOTHER OR 2ND/SUBSEQUENT OFFENSE,569.100-005Y202329
F,C,20230828,99991231,PROPDAMG-1STDG-TELRMACH- >$750,569100,PROPERTY DAMAGE - 1ST DEGREE - TELLER MACHINE - MORE THAN $750,569.100-006Y202329
F,D,20230828,99991231,PROP DAMGE-1ST DEG-TELLR MCHNE,569100,PROPERTY DAMAGE - 1ST DEGREE - TELLER MACHINE,569.100-007Y202329
M,B,20200828,99991231,PROPERTY DAMAGE - 2ND DEGREE,569120,PROPERTY DAMAGE - 2ND DEGREE,569.120-001N202029
M,A,20200828,99991231,PROPERTY DAMAGE 2ND DEGREE - L/E OR RELATIVE,569120,PROPERTY DAMAGE 2ND DEGREE - L/E OR RELATIVE,569.120-002Y202029
